Seq_1	otu001046	87.251	251	30	2	1	250	544	793	1.79e-77	285
Seq_2	otu004214	92.885	253	18	0	1	253	540	792	1.73e-102	368
Seq_3	otu004214	92.490	253	19	0	1	253	540	792	8.04e-101	363
Seq_4	otu004214	93.281	253	17	0	1	253	540	792	3.71e-104	374
Seq_5	otu004214	92.885	253	18	0	1	253	540	792	1.73e-102	368
Seq_6	otu004214	92.490	253	19	0	1	253	540	792	8.04e-101	363
Seq_7	otu004214	93.676	253	16	0	1	253	540	792	7.98e-106	379
Seq_8	otu004214	92.885	253	18	0	1	253	540	792	1.73e-102	368
Seq_9	otu004214	92.095	253	20	0	1	253	540	792	3.74e-99	357
Seq_10	otu004214	89.328	253	27	0	1	253	540	792	1.77e-87	318
Seq_11	otu004214	88.538	253	29	0	1	253	540	792	3.82e-84	307
Seq_12	otu004214	89.328	253	27	0	1	253	540	792	1.77e-87	318
Seq_13	otu004214	88.538	253	29	0	1	253	540	792	3.82e-84	307
Seq_14	otu004214	99.209	253	2	0	1	253	540	792	3.59e-129	457
Seq_15	otu004214	96.443	253	9	0	1	253	540	792	1.69e-117	418
Seq_16	otu004214	94.862	253	13	0	1	253	540	792	7.93e-111	396
Seq_17	otu004214	95.257	253	12	0	1	253	540	792	1.70e-112	401
Seq_18	otu004214	94.466	253	14	0	1	253	540	792	3.69e-109	390
Seq_19	otu004214	96.838	253	8	0	1	253	540	792	3.64e-119	424
Seq_20	otu004214	96.838	253	8	0	1	253	540	792	3.64e-119	424
Seq_21	otu004214	94.466	253	14	0	1	253	540	792	3.69e-109	390
Seq_22	otu004214	94.071	253	15	0	1	253	540	792	1.72e-107	385
Seq_23	otu004214	92.490	253	19	0	1	253	540	792	8.04e-101	363
Seq_24	otu004214	92.490	253	19	0	1	253	540	792	8.04e-101	363
Seq_25	otu004214	92.095	253	20	0	1	253	540	792	3.74e-99	357
Seq_26	otu004214	92.490	253	19	0	1	253	540	792	8.04e-101	363
Seq_27	otu004214	94.862	253	13	0	1	253	540	792	7.93e-111	396
Seq_28	otu004214	95.652	253	11	0	1	253	540	792	3.66e-114	407
Seq_29	otu004214	96.047	253	10	0	1	253	540	792	7.87e-116	412
Seq_30	otu004214	95.652	253	11	0	1	253	540	792	3.66e-114	407
Seq_31	otu004214	92.520	254	17	2	1	253	540	792	8.04e-101	363
Seq_32	otu004214	92.126	254	18	2	1	253	540	792	3.74e-99	357
Seq_33	otu004214	93.281	253	17	0	1	253	540	792	3.71e-104	374
Seq_34	otu004214	94.862	253	13	0	1	253	540	792	7.93e-111	396
Seq_35	otu004214	94.071	253	15	0	1	253	540	792	1.72e-107	385
Seq_36	otu004214	93.676	253	16	0	1	253	540	792	7.98e-106	379
Seq_37	otu001771	92.885	253	18	0	1	253	541	793	1.73e-102	368
Seq_38	otu003807	92.549	255	15	4	1	253	536	788	8.04e-101	363
Seq_39	otu003807	92.157	255	16	4	1	253	536	788	3.74e-99	357
Seq_40	otu003807	91.373	255	18	4	1	253	536	788	8.10e-96	346
Seq_41	otu003807	92.157	255	16	4	1	253	536	788	3.74e-99	357
Seq_42	otu001771	91.700	253	21	0	1	253	541	793	1.74e-97	351
Seq_43	otu000002	92.095	253	20	0	1	253	542	794	3.74e-99	357
Seq_44	otu001771	91.700	253	21	0	1	253	541	793	1.74e-97	351
Seq_45	otu001966	91.765	255	17	4	1	253	528	780	1.74e-97	351
Seq_46	otu001966	91.373	255	18	4	1	253	528	780	8.10e-96	346
Seq_47	otu001966	91.765	255	17	4	1	253	528	780	1.74e-97	351
Seq_48	otu003807	91.373	255	18	4	1	253	536	788	8.10e-96	346
Seq_49	otu003807	91.765	255	17	4	1	253	536	788	1.74e-97	351
Seq_50	otu003807	91.765	255	17	4	1	253	536	788	1.74e-97	351
Seq_51	otu003807	90.980	255	19	4	1	253	536	788	3.77e-94	340
Seq_52	otu001966	91.765	255	17	4	1	253	528	780	1.74e-97	351
Seq_53	otu001966	92.157	255	16	4	1	253	528	780	3.74e-99	357
Seq_54	otu001966	92.157	255	16	4	1	253	528	780	3.74e-99	357
Seq_55	otu001966	92.549	255	15	4	1	253	528	780	8.04e-101	363
Seq_56	otu001966	92.941	255	14	4	1	253	528	780	1.73e-102	368
Seq_57	otu001771	92.913	254	16	2	1	253	541	793	1.73e-102	368
Seq_58	otu001771	92.913	254	16	2	1	253	541	793	1.73e-102	368
Seq_59	otu001771	93.701	254	14	2	1	253	541	793	7.98e-106	379
Seq_60	otu001771	93.307	254	15	2	1	253	541	793	3.71e-104	374
Seq_61	otu003807	92.095	253	20	0	1	253	536	788	3.74e-99	357
Seq_62	otu000064	92.490	253	19	0	1	253	538	790	8.04e-101	363
Seq_63	otu000064	92.490	253	19	0	1	253	538	790	8.04e-101	363
Seq_64	otu002727	92.520	254	17	2	1	253	538	790	8.04e-101	363
Seq_65	otu002727	92.520	254	17	2	1	253	538	790	8.04e-101	363
Seq_66	otu000064	92.520	254	17	2	1	253	538	790	8.04e-101	363
Seq_67	otu000064	92.126	254	18	2	1	253	538	790	3.74e-99	357
Seq_68	otu000064	92.126	254	18	2	1	253	538	790	3.74e-99	357
Seq_69	otu001771	91.765	255	17	4	1	253	541	793	1.74e-97	351
Seq_70	otu001771	92.157	255	16	4	1	253	541	793	3.74e-99	357
Seq_71	otu000799	90.588	255	20	4	1	253	542	794	1.75e-92	335
Seq_72	otu002323	92.490	253	19	0	1	253	538	790	8.04e-101	363
Seq_73	otu003807	93.281	253	17	0	1	253	536	788	3.71e-104	374
Seq_74	otu002727	94.071	253	15	0	1	253	538	790	1.72e-107	385
Seq_75	otu002727	93.676	253	16	0	1	253	538	790	7.98e-106	379
Seq_76	otu000799	93.676	253	16	0	1	253	542	794	7.98e-106	379
Seq_77	otu002727	93.676	253	16	0	1	253	538	790	7.98e-106	379
